message,severity,kind,name,file,line,timestamp
[CPT DEBUG] charging_location post type zaregistrován,User,,,unknown,-1,2025-10-01T07:37:18.000Z
[CHARGING DEBUG] Charging_Location_Form init,User,,,unknown,-1,2025-10-01T07:37:18.000Z
[CPT DEBUG] Registruji charging_location post type,User,,,unknown,-1,2025-10-01T07:37:18.000Z
[Spot_Zone DEBUG] spot_zone taxonomie zaregistrována,User,,,unknown,-1,2025-10-01T07:37:18.000Z
[POI DEBUG] Registruji POI CPT,User,,,unknown,-1,2025-10-01T07:37:17.000Z
EVH: Plugin bootstrap start,User,,,unknown,-1,2025-10-01T07:37:17.000Z
EVH: Composer autoloader loaded,User,,,unknown,-1,2025-10-01T07:37:17.000Z
EVH: Plugin bootstrap start,User,,,unknown,-1,2025-10-01T07:37:17.000Z
[Spot_Zone DEBUG] Registruji Spot_Zone taxonomii,User,,,unknown,-1,2025-10-01T07:37:17.000Z
EVH: Plugin::init completed,User,,,unknown,-1,2025-10-01T07:37:17.000Z
EVH: Composer autoloader loaded,User,,,unknown,-1,2025-10-01T07:37:17.000Z
[CPT DEBUG] Konstruktor CPT spuštěn,User,,,unknown,-1,2025-10-01T07:37:17.000Z
[CPT DEBUG] Konstruktor CPT spuštěn,User,,,unknown,-1,2025-10-01T07:37:17.000Z
[Spot_Zone DEBUG] Registruji Spot_Zone taxonomii,User,,,unknown,-1,2025-10-01T07:37:17.000Z
EVH: Plugin bootstrap start,User,,,unknown,-1,2025-10-01T07:37:17.000Z
[CPT DEBUG] Konstruktor CPT spuštěn,User,,,unknown,-1,2025-10-01T07:37:17.000Z
[RV_Spot DEBUG] Registruji RV_Spot CPT,User,,,unknown,-1,2025-10-01T07:37:17.000Z
[Spot_Zone DEBUG] Registruji Spot_Zone taxonomii,User,,,unknown,-1,2025-10-01T07:37:17.000Z
[RV_Spot DEBUG] Registruji RV_Spot CPT,User,,,unknown,-1,2025-10-01T07:37:17.000Z
[RV_Spot DEBUG] Registruji RV_Spot CPT,User,,,unknown,-1,2025-10-01T07:37:17.000Z
[RV_Spot DEBUG] Registruji RV_Spot CPT,User,,,unknown,-1,2025-10-01T07:37:17.000Z
[POI DEBUG] Registruji POI CPT,User,,,unknown,-1,2025-10-01T07:37:17.000Z
EVH: Composer autoloader loaded,User,,,unknown,-1,2025-10-01T07:37:17.000Z
[CPT DEBUG] Konstruktor CPT spuštěn,User,,,unknown,-1,2025-10-01T07:37:17.000Z
EVH: Plugin bootstrap start,User,,,unknown,-1,2025-10-01T07:37:17.000Z
EVH: Composer autoloader loaded,User,,,unknown,-1,2025-10-01T07:37:17.000Z
[Spot_Zone DEBUG] Registruji Spot_Zone taxonomii,User,,,unknown,-1,2025-10-01T07:37:17.000Z
[POI DEBUG] Registruji POI CPT,User,,,unknown,-1,2025-10-01T07:37:17.000Z
[POI DEBUG] Registruji POI CPT,User,,,unknown,-1,2025-10-01T07:37:17.000Z
Skipped 46 error log messages due to rate limiting,Warning,unknown,,unknown,-1,2025-10-01T07:36:59.000Z
[DB Nearby][BATCH] Process batch finished | {"processed":0,"errors":1},User,,,unknown,-1,2025-10-01T07:36:58.000Z
Skipped 109 error log messages due to rate limiting,Warning,unknown,,unknown,-1,2025-10-01T07:36:58.000Z
[DB Nearby][BATCH] Process batch finished | {"processed":0,"errors":1},User,,,unknown,-1,2025-10-01T07:36:57.000Z
Skipped 108 error log messages due to rate limiting,Warning,unknown,,unknown,-1,2025-10-01T07:36:57.000Z
[CHARGING DEBUG] REST API routes registrovány,User,,,unknown,-1,2025-10-01T07:36:56.000Z
Skipped 43 error log messages due to rate limiting,Warning,unknown,,unknown,-1,2025-10-01T07:36:56.000Z
[CPT DEBUG] Registruji charging_location post type,User,,,unknown,-1,2025-10-01T07:36:55.000Z
Skipped 24 error log messages due to rate limiting,Warning,unknown,,unknown,-1,2025-10-01T07:36:55.000Z
EVH: Plugin bootstrap start,User,,,unknown,-1,2025-10-01T07:36:55.000Z
[Repeated 5 more times] EVH: Plugin::init completed,User,,,unknown,-1,2025-10-01T07:36:55.000Z
Skipped 20 error log messages due to rate limiting,Warning,unknown,,unknown,-1,2025-10-01T07:36:54.000Z
[DB Nearby][BATCH] Process batch finished | {"processed":0,"errors":1},User,,,unknown,-1,2025-10-01T07:36:54.000Z
PHP Warning:  Constant WP_DEBUG_DISPLAY already defined in /srv/htdocs/wp-config.php on line 86,Warning,,,/srv/htdocs/wp-config.php,86,2025-10-01T07:36:53.000Z
[DB Nearby][BATCH] Item processing failed | {"queue_id":"5233","origin_id":"9448","error":"ORS unauthorized/daily quota exhausted"},User,,,unknown,-1,2025-10-01T07:36:53.000Z
[DB Nearby][QUOTA] Saved ORS headers | {"api":"matrix","remaining":null,"reset_epoch":null,"retry_after":null},User,,,unknown,-1,2025-10-01T07:36:53.000Z
[DB Nearby][BATCH] Recompute failed | {"origin_id":"9448","origin_type":"poi","error":"ORS unauthorized/daily quota exhausted","attempts":1},User,,,unknown,-1,2025-10-01T07:36:53.000Z
[CPT DEBUG] Registruji charging_location post type,User,,,unknown,-1,2025-10-01T07:36:53.000Z
[DB Nearby][BATCH] Process batch started | {"requested":1},User,,,unknown,-1,2025-10-01T07:36:53.000Z
[DB Nearby][RECOMPUTE] [Matrix] sending request | {"origin_id":"9448","chunk_index":0,"minute_tokens_after":1,"body_excerpt":"{\"locations\":[[14.4763,50.0681],[14.4853888,50.0711528],[14.4647409,50.0684257],[14.4602149,50.0660554],[14.4653356,50.0771124],[14.4588541,50.0706669],[14.4579709,50.0691319],[14.4600953,50.0741757],[14.4559542,50.0714334],[14.45523,50.0692046],[14.4523275,50.0649507],[14.4541131,50.0752901],[14.4566183,50.07824],[14.4512615,50.0710868],[14.4526966,50.0752791],[14.454834,50.0788683],[14.449521,50.071805],[14.451213777,50.075215076],[14.459168,50.0820073],[14.4520619,50.0772003],[14.4507961,50.0"},User,,,unknown,-1,2025-10-01T07:36:53.000Z
[DB Nearby][BATCH] Processing item | {"queue_id":"5233","origin_id":"9448","origin_type":"poi","priority":"1","attempts":"0"},User,,,unknown,-1,2025-10-01T07:36:53.000Z
EVH: Plugin::init completed,User,,,unknown,-1,2025-10-01T07:36:53.000Z
[DB Nearby][RECOMPUTE] [Matrix] unauthorized | {"origin_id":"9448","chunk_index":0,"http_code":403},User,,,unknown,-1,2025-10-01T07:36:53.000Z
[DB Nearby][RECOMPUTE] [Matrix] preparing request | {"origin_id":"9448","chunk_index":0,"chunk_size":50,"destination_ids":[10339,10563,10250,10667,10585,10617,10749,10582,10856,10468,10222,10491,10862,10221,10549,10687,10721,10882,10224,10527,10485,10884,10846,10788,10621,10364,10343,10652,10444,10470,10420,10418,10870,10362,10553,10259,10803,10848,10223,10499,10871,10744,10401,10759,10454,10674,10356,10638,10263,10764],"context":"process_chunk"},User,,,unknown,-1,2025-10-01T07:36:53.000Z
[DB Nearby][RECOMPUTE] [Matrix] response received | {"origin_id":"9448","chunk_index":0,"http_code":403,"ratelimit_remaining":null,"retry_after":null},User,,,unknown,-1,2025-10-01T07:36:53.000Z
[DB Nearby][BATCH] Fetched pending items | {"requested":1,"found":1},User,,,unknown,-1,2025-10-01T07:36:53.000Z
EVH: Plugin::init completed,User,,,unknown,-1,2025-10-01T07:36:53.000Z
[DB Nearby][BATCH] Process batch finished | {"processed":0,"errors":1},User,,,unknown,-1,2025-10-01T07:36:53.000Z
PHP Warning:  Constant WP_DEBUG_LOG already defined in /srv/htdocs/wp-config.php on line 85,Warning,,,/srv/htdocs/wp-config.php,85,2025-10-01T07:36:52.000Z
PHP Warning:  Constant WP_DEBUG_DISPLAY already defined in /srv/htdocs/wp-config.php on line 86,Warning,,,/srv/htdocs/wp-config.php,86,2025-10-01T07:36:52.000Z
[RV_Spot DEBUG] Spouštím registraci rv_spot post type,User,,,unknown,-1,2025-10-01T07:36:52.000Z
[POI DEBUG] Spouštím registraci poi post type,User,,,unknown,-1,2025-10-01T07:36:52.000Z
[CHARGING DEBUG] Charging_Location_Form init dokončen,User,,,unknown,-1,2025-10-01T07:36:52.000Z
[CPT DEBUG] Konstruktor CPT spuštěn,User,,,unknown,-1,2025-10-01T07:36:52.000Z
[CHARGING DEBUG] Charging_Location_Form init,User,,,unknown,-1,2025-10-01T07:36:52.000Z
EVH: Plugin bootstrap start,User,,,unknown,-1,2025-10-01T07:36:52.000Z
EVH: Composer autoloader loaded,User,,,unknown,-1,2025-10-01T07:36:52.000Z
[Spot_Zone DEBUG] Registruji Spot_Zone taxonomii,User,,,unknown,-1,2025-10-01T07:36:52.000Z
[RV_Spot DEBUG] rv_spot post type zaregistrován,User,,,unknown,-1,2025-10-01T07:36:52.000Z
[RV_Spot DEBUG] Registruji RV_Spot CPT,User,,,unknown,-1,2025-10-01T07:36:52.000Z
[POI DEBUG] Registruji POI CPT,User,,,unknown,-1,2025-10-01T07:36:52.000Z
EVH: Composer autoloader loaded,User,,,unknown,-1,2025-10-01T07:36:52.000Z
[CHARGING DEBUG] Registruji REST API routes,User,,,unknown,-1,2025-10-01T07:36:52.000Z
[Spot_Zone DEBUG] Spouštím registraci spot_zone taxonomie,User,,,unknown,-1,2025-10-01T07:36:52.000Z
[Spot_Zone DEBUG] spot_zone taxonomie zaregistrována,User,,,unknown,-1,2025-10-01T07:36:52.000Z
EVH: Plugin::init completed,User,,,unknown,-1,2025-10-01T07:36:52.000Z
[CPT DEBUG] Registruji charging_location post type,User,,,unknown,-1,2025-10-01T07:36:52.000Z
[CPT DEBUG] charging_location post type zaregistrován,User,,,unknown,-1,2025-10-01T07:36:52.000Z
EVH: Plugin bootstrap start,User,,,unknown,-1,2025-10-01T07:36:52.000Z
[CPT DEBUG] Konstruktor CPT spuštěn,User,,,unknown,-1,2025-10-01T07:36:52.000Z
[RV_Spot DEBUG] Registruji RV_Spot CPT,User,,,unknown,-1,2025-10-01T07:36:52.000Z
[POI DEBUG] poi post type zaregistrován,User,,,unknown,-1,2025-10-01T07:36:52.000Z
[Spot_Zone DEBUG] Registruji Spot_Zone taxonomii,User,,,unknown,-1,2025-10-01T07:36:52.000Z
[POI DEBUG] Registruji POI CPT,User,,,unknown,-1,2025-10-01T07:36:52.000Z
[CHARGING DEBUG] REST API routes registrovány,User,,,unknown,-1,2025-10-01T07:36:52.000Z
EVH: Composer autoloader loaded,User,,,unknown,-1,2025-10-01T07:36:51.000Z
EVH: Plugin::init completed,User,,,unknown,-1,2025-10-01T07:36:51.000Z
[CPT DEBUG] charging_location post type zaregistrován,User,,,unknown,-1,2025-10-01T07:36:51.000Z
[Spot_Zone DEBUG] Spouštím registraci spot_zone taxonomie,User,,,unknown,-1,2025-10-01T07:36:51.000Z
[CPT DEBUG] Konstruktor CPT spuštěn,User,,,unknown,-1,2025-10-01T07:36:51.000Z
[Spot_Zone DEBUG] spot_zone taxonomie zaregistrována,User,,,unknown,-1,2025-10-01T07:36:51.000Z
[POI DEBUG] poi post type zaregistrován,User,,,unknown,-1,2025-10-01T07:36:51.000Z
[RV_Spot DEBUG] Spouštím registraci rv_spot post type,User,,,unknown,-1,2025-10-01T07:36:51.000Z
EVH: Plugin bootstrap start,User,,,unknown,-1,2025-10-01T07:36:51.000Z
EVH: Plugin bootstrap start,User,,,unknown,-1,2025-10-01T07:36:51.000Z
[RV_Spot DEBUG] Registruji RV_Spot CPT,User,,,unknown,-1,2025-10-01T07:36:51.000Z
[CPT DEBUG] Registruji charging_location post type,User,,,unknown,-1,2025-10-01T07:36:51.000Z
[RV_Spot DEBUG] rv_spot post type zaregistrován,User,,,unknown,-1,2025-10-01T07:36:51.000Z
[Spot_Zone DEBUG] Registruji Spot_Zone taxonomii,User,,,unknown,-1,2025-10-01T07:36:51.000Z
[CHARGING DEBUG] Charging_Location_Form init dokončen,User,,,unknown,-1,2025-10-01T07:36:51.000Z
EVH: Composer autoloader loaded,User,,,unknown,-1,2025-10-01T07:36:51.000Z
[POI DEBUG] Registruji POI CPT,User,,,unknown,-1,2025-10-01T07:36:51.000Z
[POI DEBUG] Registruji POI CPT,User,,,unknown,-1,2025-10-01T07:36:51.000Z
[CHARGING DEBUG] Charging_Location_Form init,User,,,unknown,-1,2025-10-01T07:36:51.000Z
[POI DEBUG] Spouštím registraci poi post type,User,,,unknown,-1,2025-10-01T07:36:51.000Z
[CPT DEBUG] Konstruktor CPT spuštěn,User,,,unknown,-1,2025-10-01T07:36:51.000Z
[RV_Spot DEBUG] Registruji RV_Spot CPT,User,,,unknown,-1,2025-10-01T07:36:51.000Z
[Spot_Zone DEBUG] Registruji Spot_Zone taxonomii,User,,,unknown,-1,2025-10-01T07:36:51.000Z
Skipped 1 error log messages due to rate limiting,Warning,unknown,,unknown,-1,2025-10-01T07:36:21.000Z
Skipped 17 error log messages due to rate limiting,Warning,unknown,,unknown,-1,2025-10-01T07:36:20.000Z
PHP Warning:  Constant WP_DEBUG_DISPLAY already defined in /srv/htdocs/wp-config.php on line 86,Warning,,,/srv/htdocs/wp-config.php,86,2025-10-01T07:36:19.000Z
Skipped 3 error log messages due to rate limiting,Warning,unknown,,unknown,-1,2025-10-01T07:36:19.000Z
[CHARGING DEBUG] REST API routes registrovány,User,,,unknown,-1,2025-10-01T07:36:19.000Z
Skipped 9 error log messages due to rate limiting,Warning,unknown,,unknown,-1,2025-10-01T07:36:18.000Z
EVH: Plugin bootstrap start,User,,,unknown,-1,2025-10-01T07:36:18.000Z
[CHARGING DEBUG] REST API routes registrovány,User,,,unknown,-1,2025-10-01T07:36:17.000Z
EVH: Plugin::init completed,User,,,unknown,-1,2025-10-01T07:36:17.000Z
[CHARGING DEBUG] Charging_Location_Form init dokončen,User,,,unknown,-1,2025-10-01T07:36:17.000Z
PHP Warning:  Constant WP_DEBUG_LOG already defined in /srv/htdocs/wp-config.php on line 85,Warning,,,/srv/htdocs/wp-config.php,85,2025-10-01T07:36:16.000Z
PHP Warning:  Constant WP_DEBUG_DISPLAY already defined in /srv/htdocs/wp-config.php on line 86,Warning,,,/srv/htdocs/wp-config.php,86,2025-10-01T07:36:16.000Z
[Spot_Zone DEBUG] Spouštím registraci spot_zone taxonomie,User,,,unknown,-1,2025-10-01T07:36:16.000Z
[RV_Spot DEBUG] Spouštím registraci rv_spot post type,User,,,unknown,-1,2025-10-01T07:36:16.000Z
[Spot_Zone DEBUG] spot_zone taxonomie zaregistrována,User,,,unknown,-1,2025-10-01T07:36:16.000Z
EVH: Composer autoloader loaded,User,,,unknown,-1,2025-10-01T07:36:16.000Z
[CPT DEBUG] Konstruktor CPT spuštěn,User,,,unknown,-1,2025-10-01T07:36:16.000Z
[POI DEBUG] Registruji POI CPT,User,,,unknown,-1,2025-10-01T07:36:16.000Z
[POI DEBUG] poi post type zaregistrován,User,,,unknown,-1,2025-10-01T07:36:16.000Z
[CHARGING DEBUG] Registruji REST API routes,User,,,unknown,-1,2025-10-01T07:36:16.000Z
[RV_Spot DEBUG] Registruji RV_Spot CPT,User,,,unknown,-1,2025-10-01T07:36:16.000Z
[Spot_Zone DEBUG] Registruji Spot_Zone taxonomii,User,,,unknown,-1,2025-10-01T07:36:16.000Z
[POI DEBUG] Spouštím registraci poi post type,User,,,unknown,-1,2025-10-01T07:36:16.000Z
[CHARGING DEBUG] Charging_Location_Form init dokončen,User,,,unknown,-1,2025-10-01T07:36:16.000Z
[CHARGING DEBUG] REST API routes registrovány,User,,,unknown,-1,2025-10-01T07:36:16.000Z
EVH: Plugin bootstrap start,User,,,unknown,-1,2025-10-01T07:36:16.000Z
[CPT DEBUG] charging_location post type zaregistrován,User,,,unknown,-1,2025-10-01T07:36:16.000Z
[CPT DEBUG] Registruji charging_location post type,User,,,unknown,-1,2025-10-01T07:36:16.000Z
[RV_Spot DEBUG] rv_spot post type zaregistrován,User,,,unknown,-1,2025-10-01T07:36:16.000Z
[CHARGING DEBUG] Charging_Location_Form init,User,,,unknown,-1,2025-10-01T07:36:16.000Z
EVH: Composer autoloader loaded,User,,,unknown,-1,2025-10-01T07:36:15.000Z
[RV_Spot DEBUG] Registruji RV_Spot CPT,User,,,unknown,-1,2025-10-01T07:36:15.000Z
[CPT DEBUG] Konstruktor CPT spuštěn,User,,,unknown,-1,2025-10-01T07:36:15.000Z
EVH: Plugin bootstrap start,User,,,unknown,-1,2025-10-01T07:36:15.000Z
EVH: Plugin::init completed,User,,,unknown,-1,2025-10-01T07:36:15.000Z
[Spot_Zone DEBUG] Registruji Spot_Zone taxonomii,User,,,unknown,-1,2025-10-01T07:36:15.000Z
[POI DEBUG] Registruji POI CPT,User,,,unknown,-1,2025-10-01T07:36:15.000Z
Skipped 10 error log messages due to rate limiting,Warning,unknown,,unknown,-1,2025-10-01T07:36:04.000Z
Skipped 79 error log messages due to rate limiting,Warning,unknown,,unknown,-1,2025-10-01T07:36:02.000Z
[DB Nearby][BATCH] Process batch finished | {"processed":0,"errors":1},User,,,unknown,-1,2025-10-01T07:36:02.000Z
Skipped 76 error log messages due to rate limiting,Warning,unknown,,unknown,-1,2025-10-01T07:36:01.000Z
[DB Nearby][RECOMPUTE] [Matrix] preparing request | {"origin_id":"9447","chunk_index":0,"chunk_size":19,"destination_ids":[10797,10830,10686,10713,10741,10876,10626,10306,10847,10506,10809,10421,10484,10753,10541,10543,10550,10443,10650],"context":"process_chunk"},User,,,unknown,-1,2025-10-01T07:36:01.000Z
[DB Nearby][BATCH] Processing item | {"queue_id":"5232","origin_id":"9447","origin_type":"poi","priority":"1","attempts":"2"},User,,,unknown,-1,2025-10-01T07:36:01.000Z
Skipped 85 error log messages due to rate limiting,Warning,unknown,,unknown,-1,2025-10-01T07:36:00.000Z
EVH: Plugin bootstrap start,User,,,unknown,-1,2025-10-01T07:36:00.000Z
PHP Warning:  Constant WP_DEBUG_DISPLAY already defined in /srv/htdocs/wp-config.php on line 86,Warning,,,/srv/htdocs/wp-config.php,86,2025-10-01T07:35:59.000Z
EVH: Plugin bootstrap start,User,,,unknown,-1,2025-10-01T07:35:59.000Z
Skipped 6 error log messages due to rate limiting,Warning,unknown,,unknown,-1,2025-10-01T07:35:59.000Z
EVH: Plugin bootstrap start,User,,,unknown,-1,2025-10-01T07:35:58.000Z
EVH: Plugin bootstrap start,User,,,unknown,-1,2025-10-01T07:35:58.000Z
Skipped 19 error log messages due to rate limiting,Warning,unknown,,unknown,-1,2025-10-01T07:35:58.000Z
Skipped 37 error log messages due to rate limiting,Warning,unknown,,unknown,-1,2025-10-01T07:35:57.000Z
[CHARGING DEBUG] REST API routes registrovány,User,,,unknown,-1,2025-10-01T07:35:57.000Z
PHP Warning:  Constant WP_DEBUG_DISPLAY already defined in /srv/htdocs/wp-config.php on line 86,Warning,,,/srv/htdocs/wp-config.php,86,2025-10-01T07:35:56.000Z
Skipped 49 error log messages due to rate limiting,Warning,unknown,,unknown,-1,2025-10-01T07:35:56.000Z
[DB Nearby][BATCH] Fetched pending items | {"requested":1,"found":1},User,,,unknown,-1,2025-10-01T07:35:55.000Z
[DB Nearby][BATCH] Process batch started | {"requested":1},User,,,unknown,-1,2025-10-01T07:35:55.000Z
Skipped 46 error log messages due to rate limiting,Warning,unknown,,unknown,-1,2025-10-01T07:35:55.000Z
PHP Warning:  Constant WP_DEBUG_LOG already defined in /srv/htdocs/wp-config.php on line 85,Warning,,,/srv/htdocs/wp-config.php,85,2025-10-01T07:35:54.000Z
PHP Warning:  Constant WP_DEBUG_DISPLAY already defined in /srv/htdocs/wp-config.php on line 86,Warning,,,/srv/htdocs/wp-config.php,86,2025-10-01T07:35:54.000Z
Skipped 25 error log messages due to rate limiting,Warning,unknown,,unknown,-1,2025-10-01T07:35:54.000Z
[CHARGING DEBUG] Charging_Location_Form init dokončen,User,,,unknown,-1,2025-10-01T07:35:53.000Z
Skipped 1 error log messages due to rate limiting,Warning,unknown,,unknown,-1,2025-10-01T07:35:53.000Z
[CPT DEBUG] Registruji charging_location post type,User,,,unknown,-1,2025-10-01T07:35:53.000Z
EVH: Plugin bootstrap start,User,,,unknown,-1,2025-10-01T07:35:53.000Z
EVH: Composer autoloader loaded,User,,,unknown,-1,2025-10-01T07:35:52.000Z
[POI DEBUG] Registruji POI CPT,User,,,unknown,-1,2025-10-01T07:35:52.000Z
EVH: Plugin bootstrap start,User,,,unknown,-1,2025-10-01T07:35:52.000Z
[CPT DEBUG] Konstruktor CPT spuštěn,User,,,unknown,-1,2025-10-01T07:35:52.000Z
[RV_Spot DEBUG] Registruji RV_Spot CPT,User,,,unknown,-1,2025-10-01T07:35:52.000Z
[Spot_Zone DEBUG] Registruji Spot_Zone taxonomii,User,,,unknown,-1,2025-10-01T07:35:52.000Z
Skipped 6 error log messages due to rate limiting,Warning,unknown,,unknown,-1,2025-10-01T07:35:50.000Z
Skipped 12 error log messages due to rate limiting,Warning,unknown,,unknown,-1,2025-10-01T07:35:48.000Z
PHP Warning:  Constant WP_DEBUG_LOG already defined in /srv/htdocs/wp-config.php on line 85,Warning,,,/srv/htdocs/wp-config.php,85,2025-10-01T07:35:47.000Z
PHP Warning:  Constant WP_DEBUG_DISPLAY already defined in /srv/htdocs/wp-config.php on line 86,Warning,,,/srv/htdocs/wp-config.php,86,2025-10-01T07:35:47.000Z
[DB Nearby][BATCH] Terminating batch due to quota check failure,User,,,unknown,-1,2025-10-01T07:35:47.000Z
Skipped 21 error log messages due to rate limiting,Warning,unknown,,unknown,-1,2025-10-01T07:35:47.000Z
Skipped 8 error log messages due to rate limiting,Warning,unknown,,unknown,-1,2025-10-01T07:35:46.000Z
[POI DEBUG] Registruji POI CPT,User,,,unknown,-1,2025-10-01T07:35:46.000Z
EVH: Plugin::init completed,User,,,unknown,-1,2025-10-01T07:35:46.000Z
[POI DEBUG] Registruji POI CPT,User,,,unknown,-1,2025-10-01T07:35:45.000Z
EVH: Plugin::init completed,User,,,unknown,-1,2025-10-01T07:35:45.000Z
[CPT DEBUG] charging_location post type zaregistrován,User,,,unknown,-1,2025-10-01T07:35:45.000Z
[POI DEBUG] Spouštím registraci poi post type,User,,,unknown,-1,2025-10-01T07:35:45.000Z
[RV_Spot DEBUG] Spouštím registraci rv_spot post type,User,,,unknown,-1,2025-10-01T07:35:45.000Z
[CPT DEBUG] Konstruktor CPT spuštěn,User,,,unknown,-1,2025-10-01T07:35:45.000Z
[Spot_Zone DEBUG] Spouštím registraci spot_zone taxonomie,User,,,unknown,-1,2025-10-01T07:35:45.000Z
EVH: Composer autoloader loaded,User,,,unknown,-1,2025-10-01T07:35:45.000Z
[Spot_Zone DEBUG] Registruji Spot_Zone taxonomii,User,,,unknown,-1,2025-10-01T07:35:45.000Z
[POI DEBUG] Registruji POI CPT,User,,,unknown,-1,2025-10-01T07:35:45.000Z
[CPT DEBUG] Registruji charging_location post type,User,,,unknown,-1,2025-10-01T07:35:45.000Z
[RV_Spot DEBUG] rv_spot post type zaregistrován,User,,,unknown,-1,2025-10-01T07:35:45.000Z
[Spot_Zone DEBUG] spot_zone taxonomie zaregistrována,User,,,unknown,-1,2025-10-01T07:35:45.000Z
[RV_Spot DEBUG] Registruji RV_Spot CPT,User,,,unknown,-1,2025-10-01T07:35:45.000Z
EVH: Plugin bootstrap start,User,,,unknown,-1,2025-10-01T07:35:45.000Z
Skipped 7 error log messages due to rate limiting,Warning,unknown,,unknown,-1,2025-10-01T07:35:39.000Z
[CHARGING DEBUG] AJAX handlery registrovány,User,,,unknown,-1,2025-10-01T07:35:37.000Z
Skipped 22 error log messages due to rate limiting,Warning,unknown,,unknown,-1,2025-10-01T07:35:37.000Z
PHP Warning:  Constant WP_DEBUG_DISPLAY already defined in /srv/htdocs/wp-config.php on line 86,Warning,,,/srv/htdocs/wp-config.php,86,2025-10-01T07:35:36.000Z
Skipped 22 error log messages due to rate limiting,Warning,unknown,,unknown,-1,2025-10-01T07:35:36.000Z
PHP Warning:  Constant WP_DEBUG_DISPLAY already defined in /srv/htdocs/wp-config.php on line 86,Warning,,,/srv/htdocs/wp-config.php,86,2025-10-01T07:35:35.000Z
[CPT DEBUG] Konstruktor CPT spuštěn,User,,,unknown,-1,2025-10-01T07:35:34.000Z
[RV_Spot DEBUG] rv_spot post type zaregistrován,User,,,unknown,-1,2025-10-01T07:35:34.000Z
EVH: Composer autoloader loaded,User,,,unknown,-1,2025-10-01T07:35:34.000Z
[RV_Spot DEBUG] Registruji RV_Spot CPT,User,,,unknown,-1,2025-10-01T07:35:34.000Z
[POI DEBUG] Registruji POI CPT,User,,,unknown,-1,2025-10-01T07:35:34.000Z
[CPT DEBUG] charging_location post type zaregistrován,User,,,unknown,-1,2025-10-01T07:35:34.000Z
[Spot_Zone DEBUG] spot_zone taxonomie zaregistrována,User,,,unknown,-1,2025-10-01T07:35:34.000Z
EVH: Plugin bootstrap start,User,,,unknown,-1,2025-10-01T07:35:34.000Z
[Spot_Zone DEBUG] Spouštím registraci spot_zone taxonomie,User,,,unknown,-1,2025-10-01T07:35:34.000Z
EVH: Plugin::init completed,User,,,unknown,-1,2025-10-01T07:35:34.000Z
[Spot_Zone DEBUG] Registruji Spot_Zone taxonomii,User,,,unknown,-1,2025-10-01T07:35:34.000Z
[CPT DEBUG] Registruji charging_location post type,User,,,unknown,-1,2025-10-01T07:35:34.000Z
[RV_Spot DEBUG] Spouštím registraci rv_spot post type,User,,,unknown,-1,2025-10-01T07:35:34.000Z
Skipped 10 error log messages due to rate limiting,Warning,unknown,,unknown,-1,2025-10-01T07:35:29.000Z
PHP Warning:  Constant WP_DEBUG_DISPLAY already defined in /srv/htdocs/wp-config.php on line 86,Warning,,,/srv/htdocs/wp-config.php,86,2025-10-01T07:35:28.000Z
