message,severity,kind,name,file,line,timestamp
[Spot_Zone DEBUG] Registruji Spot_Zone taxonomii,User,,,unknown,-1,2025-09-30T13:40:13.000Z
EVH: Composer autoloader loaded,User,,,unknown,-1,2025-09-30T13:40:13.000Z
[Spot_Zone DEBUG] Registruji Spot_Zone taxonomii,User,,,unknown,-1,2025-09-30T13:40:13.000Z
EVH: Composer autoloader loaded,User,,,unknown,-1,2025-09-30T13:40:13.000Z
[CPT DEBUG] Konstruktor CPT spuštěn,User,,,unknown,-1,2025-09-30T13:40:13.000Z
EVH: Plugin::init completed,User,,,unknown,-1,2025-09-30T13:40:13.000Z
[RV_Spot DEBUG] Registruji RV_Spot CPT,User,,,unknown,-1,2025-09-30T13:40:13.000Z
[Spot_Zone DEBUG] Registruji Spot_Zone taxonomii,User,,,unknown,-1,2025-09-30T13:40:13.000Z
[POI DEBUG] Registruji POI CPT,User,,,unknown,-1,2025-09-30T13:40:13.000Z
EVH: Plugin bootstrap start,User,,,unknown,-1,2025-09-30T13:40:13.000Z
[RV_Spot DEBUG] Registruji RV_Spot CPT,User,,,unknown,-1,2025-09-30T13:40:13.000Z
EVH: Plugin bootstrap start,User,,,unknown,-1,2025-09-30T13:40:13.000Z
[Spot_Zone DEBUG] Registruji Spot_Zone taxonomii,User,,,unknown,-1,2025-09-30T13:40:13.000Z
EVH: Composer autoloader loaded,User,,,unknown,-1,2025-09-30T13:40:13.000Z
[Spot_Zone DEBUG] Registruji Spot_Zone taxonomii,User,,,unknown,-1,2025-09-30T13:40:13.000Z
EVH: Composer autoloader loaded,User,,,unknown,-1,2025-09-30T13:40:13.000Z
[CPT DEBUG] Konstruktor CPT spuštěn,User,,,unknown,-1,2025-09-30T13:40:13.000Z
EVH: Plugin bootstrap start,User,,,unknown,-1,2025-09-30T13:40:13.000Z
[CPT DEBUG] Konstruktor CPT spuštěn,User,,,unknown,-1,2025-09-30T13:40:13.000Z
[RV_Spot DEBUG] Registruji RV_Spot CPT,User,,,unknown,-1,2025-09-30T13:40:13.000Z
[CPT DEBUG] Konstruktor CPT spuštěn,User,,,unknown,-1,2025-09-30T13:40:13.000Z
[RV_Spot DEBUG] Registruji RV_Spot CPT,User,,,unknown,-1,2025-09-30T13:40:13.000Z
EVH: Plugin bootstrap start,User,,,unknown,-1,2025-09-30T13:40:13.000Z
[POI DEBUG] Registruji POI CPT,User,,,unknown,-1,2025-09-30T13:40:13.000Z
[POI DEBUG] Registruji POI CPT,User,,,unknown,-1,2025-09-30T13:40:13.000Z
EVH: Plugin::init completed,User,,,unknown,-1,2025-09-30T13:40:13.000Z
EVH: Composer autoloader loaded,User,,,unknown,-1,2025-09-30T13:40:13.000Z
EVH: Plugin bootstrap start,User,,,unknown,-1,2025-09-30T13:40:13.000Z
[Spot_Zone DEBUG] Registruji Spot_Zone taxonomii,User,,,unknown,-1,2025-09-30T13:40:13.000Z
[POI DEBUG] Registruji POI CPT,User,,,unknown,-1,2025-09-30T13:40:13.000Z
[RV_Spot DEBUG] Registruji RV_Spot CPT,User,,,unknown,-1,2025-09-30T13:40:13.000Z
[CHARGING DEBUG] REST API routes registrovány,User,,,unknown,-1,2025-09-30T13:40:12.000Z
[CHARGING DEBUG] Registruji REST API routes,User,,,unknown,-1,2025-09-30T13:40:12.000Z
PHP Warning:  Constant WP_DEBUG_LOG already defined in /srv/htdocs/wp-config.php on line 85,Warning,,,/srv/htdocs/wp-config.php,85,2025-09-30T13:40:11.000Z
PHP Warning:  Constant WP_DEBUG_DISPLAY already defined in /srv/htdocs/wp-config.php on line 86,Warning,,,/srv/htdocs/wp-config.php,86,2025-09-30T13:40:11.000Z
[RV_Spot DEBUG] rv_spot post type zaregistrován,User,,,unknown,-1,2025-09-30T13:40:11.000Z
[CHARGING DEBUG] Charging_Location_Form init,User,,,unknown,-1,2025-09-30T13:40:11.000Z
[Spot_Zone DEBUG] spot_zone taxonomie zaregistrována,User,,,unknown,-1,2025-09-30T13:40:11.000Z
EVH: Plugin::init completed,User,,,unknown,-1,2025-09-30T13:40:11.000Z
[CPT DEBUG] Registruji charging_location post type,User,,,unknown,-1,2025-09-30T13:40:11.000Z
[CPT DEBUG] charging_location post type zaregistrován,User,,,unknown,-1,2025-09-30T13:40:11.000Z
[RV_Spot DEBUG] Spouštím registraci rv_spot post type,User,,,unknown,-1,2025-09-30T13:40:11.000Z
[POI DEBUG] poi post type zaregistrován,User,,,unknown,-1,2025-09-30T13:40:11.000Z
[Spot_Zone DEBUG] Spouštím registraci spot_zone taxonomie,User,,,unknown,-1,2025-09-30T13:40:11.000Z
[POI DEBUG] Spouštím registraci poi post type,User,,,unknown,-1,2025-09-30T13:40:11.000Z
[CHARGING DEBUG] Charging_Location_Form init dokončen,User,,,unknown,-1,2025-09-30T13:40:11.000Z
[Spot_Zone DEBUG] Registruji Spot_Zone taxonomii,User,,,unknown,-1,2025-09-30T13:40:10.000Z
[POI DEBUG] Registruji POI CPT,User,,,unknown,-1,2025-09-30T13:40:10.000Z
[RV_Spot DEBUG] Registruji RV_Spot CPT,User,,,unknown,-1,2025-09-30T13:40:10.000Z
EVH: Plugin bootstrap start,User,,,unknown,-1,2025-09-30T13:40:10.000Z
EVH: Composer autoloader loaded,User,,,unknown,-1,2025-09-30T13:40:10.000Z
[CPT DEBUG] Konstruktor CPT spuštěn,User,,,unknown,-1,2025-09-30T13:40:10.000Z
PHP Warning:  Constant WP_DEBUG_LOG already defined in /srv/htdocs/wp-config.php on line 85,Warning,,,/srv/htdocs/wp-config.php,85,2025-09-30T13:40:09.000Z
PHP Warning:  Constant WP_DEBUG_DISPLAY already defined in /srv/htdocs/wp-config.php on line 86,Warning,,,/srv/htdocs/wp-config.php,86,2025-09-30T13:40:09.000Z
[RV_Spot DEBUG] rv_spot post type zaregistrován,User,,,unknown,-1,2025-09-30T13:40:09.000Z
[Spot_Zone DEBUG] Spouštím registraci spot_zone taxonomie,User,,,unknown,-1,2025-09-30T13:40:09.000Z
[POI DEBUG] Spouštím registraci poi post type,User,,,unknown,-1,2025-09-30T13:40:09.000Z
[POI DEBUG] poi post type zaregistrován,User,,,unknown,-1,2025-09-30T13:40:09.000Z
[CHARGING DEBUG] Charging_Location_Form init dokončen,User,,,unknown,-1,2025-09-30T13:40:09.000Z
[CPT DEBUG] charging_location post type zaregistrován,User,,,unknown,-1,2025-09-30T13:40:09.000Z
[RV_Spot DEBUG] Spouštím registraci rv_spot post type,User,,,unknown,-1,2025-09-30T13:40:09.000Z
[CPT DEBUG] Registruji charging_location post type,User,,,unknown,-1,2025-09-30T13:40:09.000Z
[Spot_Zone DEBUG] spot_zone taxonomie zaregistrována,User,,,unknown,-1,2025-09-30T13:40:09.000Z
[CHARGING DEBUG] Charging_Location_Form init,User,,,unknown,-1,2025-09-30T13:40:09.000Z
[CPT DEBUG] Konstruktor CPT spuštěn,User,,,unknown,-1,2025-09-30T13:40:08.000Z
[POI DEBUG] Registruji POI CPT,User,,,unknown,-1,2025-09-30T13:40:08.000Z
EVH: Plugin bootstrap start,User,,,unknown,-1,2025-09-30T13:40:08.000Z
[RV_Spot DEBUG] Registruji RV_Spot CPT,User,,,unknown,-1,2025-09-30T13:40:08.000Z
[Spot_Zone DEBUG] Registruji Spot_Zone taxonomii,User,,,unknown,-1,2025-09-30T13:40:08.000Z
EVH: Composer autoloader loaded,User,,,unknown,-1,2025-09-30T13:40:08.000Z
EVH: Plugin::init completed,User,,,unknown,-1,2025-09-30T13:40:08.000Z
[CPT DEBUG] Registruji charging_location post type,User,,,unknown,-1,2025-09-30T13:39:59.000Z
[CHARGING DEBUG] Charging_Location_Form init,User,,,unknown,-1,2025-09-30T13:39:59.000Z
[POI DEBUG] poi post type zaregistrován,User,,,unknown,-1,2025-09-30T13:39:59.000Z
EVH: Plugin::init completed,User,,,unknown,-1,2025-09-30T13:39:59.000Z
[CPT DEBUG] charging_location post type zaregistrován,User,,,unknown,-1,2025-09-30T13:39:59.000Z
[CHARGING DEBUG] Charging_Location_Form init dokončen,User,,,unknown,-1,2025-09-30T13:39:59.000Z
[RV_Spot DEBUG] Spouštím registraci rv_spot post type,User,,,unknown,-1,2025-09-30T13:39:59.000Z
[Spot_Zone DEBUG] Spouštím registraci spot_zone taxonomie,User,,,unknown,-1,2025-09-30T13:39:59.000Z
[POI DEBUG] Spouštím registraci poi post type,User,,,unknown,-1,2025-09-30T13:39:59.000Z
[Spot_Zone DEBUG] spot_zone taxonomie zaregistrována,User,,,unknown,-1,2025-09-30T13:39:59.000Z
[RV_Spot DEBUG] rv_spot post type zaregistrován,User,,,unknown,-1,2025-09-30T13:39:59.000Z
PHP Warning:  Constant WP_DEBUG_LOG already defined in /srv/htdocs/wp-config.php on line 85,Warning,,,/srv/htdocs/wp-config.php,85,2025-09-30T13:39:58.000Z
PHP Warning:  Constant WP_DEBUG_DISPLAY already defined in /srv/htdocs/wp-config.php on line 86,Warning,,,/srv/htdocs/wp-config.php,86,2025-09-30T13:39:58.000Z
EVH: Plugin bootstrap start,User,,,unknown,-1,2025-09-30T13:39:58.000Z
EVH: Composer autoloader loaded,User,,,unknown,-1,2025-09-30T13:39:58.000Z
[Spot_Zone DEBUG] Registruji Spot_Zone taxonomii,User,,,unknown,-1,2025-09-30T13:39:58.000Z
[CPT DEBUG] Konstruktor CPT spuštěn,User,,,unknown,-1,2025-09-30T13:39:58.000Z
[RV_Spot DEBUG] Registruji RV_Spot CPT,User,,,unknown,-1,2025-09-30T13:39:58.000Z
[POI DEBUG] Registruji POI CPT,User,,,unknown,-1,2025-09-30T13:39:58.000Z
PHP Warning:  Constant WP_DEBUG_LOG already defined in /srv/htdocs/wp-config.php on line 85,Warning,,,/srv/htdocs/wp-config.php,85,2025-09-30T13:39:57.000Z
PHP Warning:  Constant WP_DEBUG_DISPLAY already defined in /srv/htdocs/wp-config.php on line 86,Warning,,,/srv/htdocs/wp-config.php,86,2025-09-30T13:39:57.000Z
[CPT DEBUG] charging_location post type zaregistrován,User,,,unknown,-1,2025-09-30T13:39:57.000Z
[CHARGING DEBUG] Registruji REST API routes,User,,,unknown,-1,2025-09-30T13:39:57.000Z
[CPT DEBUG] Konstruktor CPT spuštěn,User,,,unknown,-1,2025-09-30T13:39:57.000Z
[POI DEBUG] Spouštím registraci poi post type,User,,,unknown,-1,2025-09-30T13:39:57.000Z
[CHARGING DEBUG] REST API routes registrovány,User,,,unknown,-1,2025-09-30T13:39:57.000Z
[CPT DEBUG] Registruji charging_location post type,User,,,unknown,-1,2025-09-30T13:39:57.000Z
[RV_Spot DEBUG] rv_spot post type zaregistrován,User,,,unknown,-1,2025-09-30T13:39:57.000Z
[POI DEBUG] poi post type zaregistrován,User,,,unknown,-1,2025-09-30T13:39:57.000Z
[CHARGING DEBUG] Charging_Location_Form init,User,,,unknown,-1,2025-09-30T13:39:57.000Z
EVH: Plugin bootstrap start,User,,,unknown,-1,2025-09-30T13:39:57.000Z
[RV_Spot DEBUG] Spouštím registraci rv_spot post type,User,,,unknown,-1,2025-09-30T13:39:57.000Z
[Spot_Zone DEBUG] Spouštím registraci spot_zone taxonomie,User,,,unknown,-1,2025-09-30T13:39:57.000Z
EVH: Composer autoloader loaded,User,,,unknown,-1,2025-09-30T13:39:57.000Z
[RV_Spot DEBUG] Registruji RV_Spot CPT,User,,,unknown,-1,2025-09-30T13:39:57.000Z
[Spot_Zone DEBUG] Registruji Spot_Zone taxonomii,User,,,unknown,-1,2025-09-30T13:39:57.000Z
EVH: Plugin::init completed,User,,,unknown,-1,2025-09-30T13:39:57.000Z
[POI DEBUG] Registruji POI CPT,User,,,unknown,-1,2025-09-30T13:39:57.000Z
[Spot_Zone DEBUG] spot_zone taxonomie zaregistrována,User,,,unknown,-1,2025-09-30T13:39:57.000Z
[CHARGING DEBUG] Charging_Location_Form init dokončen,User,,,unknown,-1,2025-09-30T13:39:57.000Z
[CPT DEBUG] Konstruktor CPT spuštěn,User,,,unknown,-1,2025-09-30T13:39:56.000Z
[CPT DEBUG] charging_location post type zaregistrován,User,,,unknown,-1,2025-09-30T13:39:56.000Z
EVH: Composer autoloader loaded,User,,,unknown,-1,2025-09-30T13:39:56.000Z
EVH: Plugin bootstrap start,User,,,unknown,-1,2025-09-30T13:39:56.000Z
[Spot_Zone DEBUG] spot_zone taxonomie zaregistrována,User,,,unknown,-1,2025-09-30T13:39:56.000Z
[Spot_Zone DEBUG] Spouštím registraci spot_zone taxonomie,User,,,unknown,-1,2025-09-30T13:39:56.000Z
[POI DEBUG] poi post type zaregistrován,User,,,unknown,-1,2025-09-30T13:39:56.000Z
[CHARGING DEBUG] Charging_Location_Form init,User,,,unknown,-1,2025-09-30T13:39:56.000Z
[Spot_Zone DEBUG] Registruji Spot_Zone taxonomii,User,,,unknown,-1,2025-09-30T13:39:56.000Z
[CHARGING DEBUG] Charging_Location_Form init dokončen,User,,,unknown,-1,2025-09-30T13:39:56.000Z
[POI DEBUG] Registruji POI CPT,User,,,unknown,-1,2025-09-30T13:39:56.000Z
[CPT DEBUG] Registruji charging_location post type,User,,,unknown,-1,2025-09-30T13:39:56.000Z
[RV_Spot DEBUG] rv_spot post type zaregistrován,User,,,unknown,-1,2025-09-30T13:39:56.000Z
[RV_Spot DEBUG] Spouštím registraci rv_spot post type,User,,,unknown,-1,2025-09-30T13:39:56.000Z
[RV_Spot DEBUG] Registruji RV_Spot CPT,User,,,unknown,-1,2025-09-30T13:39:56.000Z
[POI DEBUG] Spouštím registraci poi post type,User,,,unknown,-1,2025-09-30T13:39:56.000Z
EVH: Plugin::init completed,User,,,unknown,-1,2025-09-30T13:39:56.000Z
PHP Warning:  Constant WP_DEBUG_LOG already defined in /srv/htdocs/wp-config.php on line 85,Warning,,,/srv/htdocs/wp-config.php,85,2025-09-30T13:39:38.000Z
PHP Warning:  Constant WP_DEBUG_DISPLAY already defined in /srv/htdocs/wp-config.php on line 86,Warning,,,/srv/htdocs/wp-config.php,86,2025-09-30T13:39:38.000Z
[RV_Spot DEBUG] Spouštím registraci rv_spot post type,User,,,unknown,-1,2025-09-30T13:39:38.000Z
[CPT DEBUG] Registruji charging_location post type,User,,,unknown,-1,2025-09-30T13:39:38.000Z
[RV_Spot DEBUG] rv_spot post type zaregistrován,User,,,unknown,-1,2025-09-30T13:39:38.000Z
[Spot_Zone DEBUG] Spouštím registraci spot_zone taxonomie,User,,,unknown,-1,2025-09-30T13:39:38.000Z
[Spot_Zone DEBUG] spot_zone taxonomie zaregistrována,User,,,unknown,-1,2025-09-30T13:39:38.000Z
[CHARGING DEBUG] Charging_Location_Form init,User,,,unknown,-1,2025-09-30T13:39:38.000Z
[CPT DEBUG] charging_location post type zaregistrován,User,,,unknown,-1,2025-09-30T13:39:38.000Z
[POI DEBUG] Spouštím registraci poi post type,User,,,unknown,-1,2025-09-30T13:39:38.000Z
[CHARGING DEBUG] Charging_Location_Form init dokončen,User,,,unknown,-1,2025-09-30T13:39:38.000Z
[CHARGING DEBUG] AJAX handlery registrovány,User,,,unknown,-1,2025-09-30T13:39:38.000Z
[POI DEBUG] poi post type zaregistrován,User,,,unknown,-1,2025-09-30T13:39:38.000Z
[CHARGING DEBUG] Registruji AJAX handlery...,User,,,unknown,-1,2025-09-30T13:39:38.000Z
[POI DEBUG] Registruji POI CPT,User,,,unknown,-1,2025-09-30T13:39:37.000Z
EVH: Plugin::init completed,User,,,unknown,-1,2025-09-30T13:39:37.000Z
[RV_Spot DEBUG] Registruji RV_Spot CPT,User,,,unknown,-1,2025-09-30T13:39:37.000Z
EVH: Composer autoloader loaded,User,,,unknown,-1,2025-09-30T13:39:37.000Z
[CPT DEBUG] Konstruktor CPT spuštěn,User,,,unknown,-1,2025-09-30T13:39:37.000Z
[Spot_Zone DEBUG] Registruji Spot_Zone taxonomii,User,,,unknown,-1,2025-09-30T13:39:37.000Z
EVH: Plugin bootstrap start,User,,,unknown,-1,2025-09-30T13:39:37.000Z
PHP Warning:  Constant WP_DEBUG_LOG already defined in /srv/htdocs/wp-config.php on line 85,Warning,,,/srv/htdocs/wp-config.php,85,2025-09-30T13:39:28.000Z
PHP Warning:  Constant WP_DEBUG_DISPLAY already defined in /srv/htdocs/wp-config.php on line 86,Warning,,,/srv/htdocs/wp-config.php,86,2025-09-30T13:39:28.000Z
[CHARGING DEBUG] Charging_Location_Form init,User,,,unknown,-1,2025-09-30T13:39:28.000Z
[CPT DEBUG] charging_location post type zaregistrován,User,,,unknown,-1,2025-09-30T13:39:28.000Z
[POI DEBUG] poi post type zaregistrován,User,,,unknown,-1,2025-09-30T13:39:28.000Z
[CHARGING DEBUG] Charging_Location_Form init dokončen,User,,,unknown,-1,2025-09-30T13:39:28.000Z
[POI DEBUG] Spouštím registraci poi post type,User,,,unknown,-1,2025-09-30T13:39:28.000Z
[CPT DEBUG] Registruji charging_location post type,User,,,unknown,-1,2025-09-30T13:39:28.000Z
[RV_Spot DEBUG] Spouštím registraci rv_spot post type,User,,,unknown,-1,2025-09-30T13:39:28.000Z
[RV_Spot DEBUG] rv_spot post type zaregistrován,User,,,unknown,-1,2025-09-30T13:39:28.000Z
[Spot_Zone DEBUG] spot_zone taxonomie zaregistrována,User,,,unknown,-1,2025-09-30T13:39:28.000Z
[Spot_Zone DEBUG] Spouštím registraci spot_zone taxonomie,User,,,unknown,-1,2025-09-30T13:39:28.000Z
PHP Warning:  Constant WP_DEBUG_LOG already defined in /srv/htdocs/wp-config.php on line 85,Warning,,,/srv/htdocs/wp-config.php,85,2025-09-30T13:39:27.000Z
PHP Warning:  Constant WP_DEBUG_DISPLAY already defined in /srv/htdocs/wp-config.php on line 86,Warning,,,/srv/htdocs/wp-config.php,86,2025-09-30T13:39:27.000Z
[POI DEBUG] Spouštím registraci poi post type,User,,,unknown,-1,2025-09-30T13:39:27.000Z
[Spot_Zone DEBUG] Spouštím registraci spot_zone taxonomie,User,,,unknown,-1,2025-09-30T13:39:27.000Z
[POI DEBUG] poi post type zaregistrován,User,,,unknown,-1,2025-09-30T13:39:27.000Z
[RV_Spot DEBUG] Registruji RV_Spot CPT,User,,,unknown,-1,2025-09-30T13:39:27.000Z
[POI DEBUG] Registruji POI CPT,User,,,unknown,-1,2025-09-30T13:39:27.000Z
[RV_Spot DEBUG] Spouštím registraci rv_spot post type,User,,,unknown,-1,2025-09-30T13:39:27.000Z
EVH: Composer autoloader loaded,User,,,unknown,-1,2025-09-30T13:39:27.000Z
[CHARGING DEBUG] Registruji AJAX handlery...,User,,,unknown,-1,2025-09-30T13:39:27.000Z
[CHARGING DEBUG] Charging_Location_Form init dokončen,User,,,unknown,-1,2025-09-30T13:39:27.000Z
EVH: Plugin bootstrap start,User,,,unknown,-1,2025-09-30T13:39:27.000Z
[CPT DEBUG] charging_location post type zaregistrován,User,,,unknown,-1,2025-09-30T13:39:27.000Z
[CHARGING DEBUG] AJAX handlery registrovány,User,,,unknown,-1,2025-09-30T13:39:27.000Z
[Spot_Zone DEBUG] Registruji Spot_Zone taxonomii,User,,,unknown,-1,2025-09-30T13:39:27.000Z
[CHARGING DEBUG] Charging_Location_Form init,User,,,unknown,-1,2025-09-30T13:39:27.000Z
[CPT DEBUG] Registruji charging_location post type,User,,,unknown,-1,2025-09-30T13:39:27.000Z
[RV_Spot DEBUG] rv_spot post type zaregistrován,User,,,unknown,-1,2025-09-30T13:39:27.000Z
[Spot_Zone DEBUG] spot_zone taxonomie zaregistrována,User,,,unknown,-1,2025-09-30T13:39:27.000Z
EVH: Plugin::init completed,User,,,unknown,-1,2025-09-30T13:39:27.000Z
[CPT DEBUG] Konstruktor CPT spuštěn,User,,,unknown,-1,2025-09-30T13:39:27.000Z
[RV_Spot DEBUG] Registruji RV_Spot CPT,User,,,unknown,-1,2025-09-30T13:39:26.000Z
[POI DEBUG] Registruji POI CPT,User,,,unknown,-1,2025-09-30T13:39:26.000Z
EVH: Plugin bootstrap start,User,,,unknown,-1,2025-09-30T13:39:26.000Z
EVH: Composer autoloader loaded,User,,,unknown,-1,2025-09-30T13:39:26.000Z
[CPT DEBUG] Konstruktor CPT spuštěn,User,,,unknown,-1,2025-09-30T13:39:26.000Z
[Spot_Zone DEBUG] Registruji Spot_Zone taxonomii,User,,,unknown,-1,2025-09-30T13:39:26.000Z
EVH: Plugin::init completed,User,,,unknown,-1,2025-09-30T13:39:26.000Z
PHP Warning:  Constant WP_DEBUG_LOG already defined in /srv/htdocs/wp-config.php on line 85,Warning,,,/srv/htdocs/wp-config.php,85,2025-09-30T13:38:38.000Z
PHP Warning:  Constant WP_DEBUG_DISPLAY already defined in /srv/htdocs/wp-config.php on line 86,Warning,,,/srv/htdocs/wp-config.php,86,2025-09-30T13:38:38.000Z
[RV_Spot DEBUG] rv_spot post type zaregistrován,User,,,unknown,-1,2025-09-30T13:38:38.000Z
[CHARGING DEBUG] Charging_Location_Form init,User,,,unknown,-1,2025-09-30T13:38:38.000Z
[CPT DEBUG] Registruji charging_location post type,User,,,unknown,-1,2025-09-30T13:38:38.000Z
[CPT DEBUG] charging_location post type zaregistrován,User,,,unknown,-1,2025-09-30T13:38:38.000Z
[RV_Spot DEBUG] Spouštím registraci rv_spot post type,User,,,unknown,-1,2025-09-30T13:38:38.000Z
[POI DEBUG] Spouštím registraci poi post type,User,,,unknown,-1,2025-09-30T13:38:38.000Z
[CHARGING DEBUG] AJAX handlery registrovány,User,,,unknown,-1,2025-09-30T13:38:38.000Z
[Spot_Zone DEBUG] Spouštím registraci spot_zone taxonomie,User,,,unknown,-1,2025-09-30T13:38:38.000Z
[CHARGING DEBUG] Charging_Location_Form init dokončen,User,,,unknown,-1,2025-09-30T13:38:38.000Z
[Spot_Zone DEBUG] spot_zone taxonomie zaregistrována,User,,,unknown,-1,2025-09-30T13:38:38.000Z
[POI DEBUG] poi post type zaregistrován,User,,,unknown,-1,2025-09-30T13:38:38.000Z
[CHARGING DEBUG] Registruji AJAX handlery...,User,,,unknown,-1,2025-09-30T13:38:38.000Z
[RV_Spot DEBUG] Registruji RV_Spot CPT,User,,,unknown,-1,2025-09-30T13:38:37.000Z
[Spot_Zone DEBUG] Registruji Spot_Zone taxonomii,User,,,unknown,-1,2025-09-30T13:38:37.000Z
EVH: Composer autoloader loaded,User,,,unknown,-1,2025-09-30T13:38:37.000Z
[POI DEBUG] Registruji POI CPT,User,,,unknown,-1,2025-09-30T13:38:37.000Z
EVH: Plugin bootstrap start,User,,,unknown,-1,2025-09-30T13:38:37.000Z
[CPT DEBUG] Konstruktor CPT spuštěn,User,,,unknown,-1,2025-09-30T13:38:37.000Z
EVH: Plugin::init completed,User,,,unknown,-1,2025-09-30T13:38:37.000Z
Skipped 12 error log messages due to rate limiting,Warning,unknown,,unknown,-1,2025-09-30T13:37:44.000Z
[CHARGING DEBUG] REST API routes registrovány,User,,,unknown,-1,2025-09-30T13:37:43.000Z
Skipped 6 error log messages due to rate limiting,Warning,unknown,,unknown,-1,2025-09-30T13:37:43.000Z
EVH: Plugin bootstrap start,User,,,unknown,-1,2025-09-30T13:37:42.000Z
[CPT DEBUG] Registruji charging_location post type,User,,,unknown,-1,2025-09-30T13:37:42.000Z
Skipped 15 error log messages due to rate limiting,Warning,unknown,,unknown,-1,2025-09-30T13:37:42.000Z
[CHARGING DEBUG] REST API routes registrovány,User,,,unknown,-1,2025-09-30T13:37:41.000Z
Skipped 40 error log messages due to rate limiting,Warning,unknown,,unknown,-1,2025-09-30T13:37:41.000Z
Skipped 37 error log messages due to rate limiting,Warning,unknown,,unknown,-1,2025-09-30T13:37:40.000Z
[CHARGING DEBUG] Charging_Location_Form init dokončen,User,,,unknown,-1,2025-09-30T13:37:40.000Z
[CHARGING DEBUG] Charging_Location_Form init dokončen,User,,,unknown,-1,2025-09-30T13:37:39.000Z
Skipped 100 error log messages due to rate limiting,Warning,unknown,,unknown,-1,2025-09-30T13:37:39.000Z
[CPT DEBUG] Registruji charging_location post type,User,,,unknown,-1,2025-09-30T13:37:39.000Z
PHP Warning:  Constant WP_DEBUG_DISPLAY already defined in /srv/htdocs/wp-config.php on line 86,Warning,,,/srv/htdocs/wp-config.php,86,2025-09-30T13:37:38.000Z
[CPT DEBUG] Registruji charging_location post type,User,,,unknown,-1,2025-09-30T13:37:38.000Z
[Repeated 4 more times] EVH: Plugin::init completed,User,,,unknown,-1,2025-09-30T13:37:38.000Z
Skipped 40 error log messages due to rate limiting,Warning,unknown,,unknown,-1,2025-09-30T13:37:38.000Z
